Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A case study validation of a knowledge-based approach for the selection of requirements engineering techniques","Requirements Engineering","","13","2","10.1007/s00766-007-0060-2","Li JiangArmin EberleinBehrouz H. Far","2008","http://link.springer.com/article/10.1007/s00766-007-0060-2","Article"
"Augmentative Requirements Engineering for Trustworthy and Usable ICT-Based Services","Human Factors in Computing and Informatics","","","","10.1007/978-3-642-39062-3_59","Hrvoje Belani","2013","http://link.springer.com/chapter/10.1007/978-3-642-39062-3_59","Chapter"
"Influence of the Information System Function Maturity in the Approach to the Requirements Engineering","New Perspectives on Information Systems Development","","","","10.1007/978-1-4615-0595-2_16","Álvaro RochaJoão Álvaro Carvalho","2002","http://link.springer.com/chapter/10.1007/978-1-4615-0595-2_16","Chapter"
"Requirements Engineering: Is it ‘Mission Impossible’?","Requirements Engineering","","5","3","10.1007/s007660070009","Ivy Hooks","2000","http://link.springer.com/article/10.1007/s007660070009","Article"
"Multidisciplinary Practice in Requirements Engineering: Problems and Criteria for Support","People and Computers XV—Interaction without Frontiers","","","","10.1007/978-1-4471-0353-0_8","Ian DenleyJohn Long","2001","http://link.springer.com/chapter/10.1007/978-1-4471-0353-0_8","Chapter"
"Towards a More Cognitively Effective Business Process Notation for Requirements Engineering","Advancing the Impact of Design Science: Moving from Theory to Practice","","","","10.1007/978-3-319-06701-8_26","Carel MiskeMarcus A. RothenbergerKen Peffers","2014","http://link.springer.com/chapter/10.1007/978-3-319-06701-8_26","Chapter"
"Augmentative Requirements Engineering","Usability- and Accessibility-Focused Requirements Engineering","","","","10.1007/978-3-319-45916-5_7","Hrvoje BelaniŽeljka CarMarin Vuković","2016","http://link.springer.com/chapter/10.1007/978-3-319-45916-5_7","Chapter"
"Requirements engineering in health care: the example of chemotherapy planning in paediatric oncology","Requirements Engineering","","11","4","10.1007/s00766-006-0029-6","Sebastian GardePetra Knaup","2006","http://link.springer.com/article/10.1007/s00766-006-0029-6","Article"
"From conceptual modelling to requirements engineering","Annals of Software Engineering","","10","1 - 4","10.1023/A:1018939700514","Colette RollandNaveen Prakash","2000","http://link.springer.com/article/10.1023/A%3A1018939700514","Article"
"Requirements Engineering for Web-Based Information Systems","Engineering and Managing Software Requirements","","","","10.1007/3-540-28244-0_15","Jacob L. CybulskiPradip K. Sarkar","2005","http://link.springer.com/chapter/10.1007/3-540-28244-0_15","Chapter"
"SCRAM–CK: applying a collaborative requirements engineering process for designing a web based e-science toolkit","Requirements Engineering","","21","1","10.1007/s00766-014-0212-0","Abraham Nieva de la HidalgaAlex HardistyAndrew Jones","2016","http://link.springer.com/article/10.1007/s00766-014-0212-0","Article"
"Requirements Engineering for Enterprise Systems: What We Know and What We Don’t Know?","Intentional Perspectives on Information Systems Engineering","","","","10.1007/978-3-642-12544-7_7","Maya DanevaRoel Wieringa","2010","http://link.springer.com/chapter/10.1007/978-3-642-12544-7_7","Chapter"
"Annotating Goals with Concerns in Goal-Oriented Requirements Engineering","Software Technologies","","","","10.1007/978-3-319-30142-6_15","Shinpei HayashiWataru InoueHaruhiko KaiyaMotoshi Saeki","2016","http://link.springer.com/chapter/10.1007/978-3-319-30142-6_15","Chapter"
"Uni-REPM: a framework for requirements engineering process assessment","Requirements Engineering","","20","1","10.1007/s00766-013-0188-1","Mikael SvahnbergTony GorschekThi Than Loan NguyenMai Nguyen","2015","http://link.springer.com/article/10.1007/s00766-013-0188-1","Article"
"Time Aspects in Requirements Engineering: Or ‘Every Cloud Has A Silver Lining’","Requirements Engineering","","5","3","10.1007/s007660070005","A. Daugulis","2000","http://link.springer.com/article/10.1007/s007660070005","Article"
"ISRE: immersive scenario-based requirements engineering with virtual prototypes","Requirements Engineering","","10","2","10.1007/s00766-004-0198-0","Alistair SutcliffeBrian GaultNeil Maiden","2005","http://link.springer.com/article/10.1007/s00766-004-0198-0","Article"
"How Can We Design Products, Services, and Software That Reflect the Needs of Our Stakeholders? Towards a Canvas for Successful Requirements Engineering","New Horizons in Design Science: Broadening the Research Agenda","","","","10.1007/978-3-319-18714-3_38","Christian RufAndrea Back","2015","http://link.springer.com/chapter/10.1007/978-3-319-18714-3_38","Chapter"
"Challenges and Solutions in Global Requirements Engineering – A Literature Survey","Software Quality. Model-Based Approaches for Advanced Software and Systems Engineering","","","","10.1007/978-3-319-03602-1_6","Klaus Schmid","2014","http://link.springer.com/chapter/10.1007/978-3-319-03602-1_6","Chapter"
"Evaluation Framework of Requirements Engineering Tools for Verification and Validation","Advanced Conceptual Modeling Techniques","","","","10.1007/978-3-540-45275-1_23","Raimundas MatulevičiusDarijus Strašunskas","2003","http://link.springer.com/chapter/10.1007/978-3-540-45275-1_23","Chapter"
"Field Studies of Requirements Engineering","Requirements Engineering","","","","10.1007/978-3-663-07965-1_4","Hubert F. Hofmann","2000","http://link.springer.com/chapter/10.1007/978-3-663-07965-1_4","Chapter"
"Supply Chain Requirements Engineering: A Simulated Reality Check","Innovations and Advances in Computer Sciences and Engineering","","","","10.1007/978-90-481-3658-2_24","Atif Farid MohammadDustin E.R. Freeman","2010","http://link.springer.com/chapter/10.1007/978-90-481-3658-2_24","Chapter"
"Software Security Requirements Engineering: State of the Art","Global Security, Safety and Sustainability: Tomorrow's Challenges of Cyber Security","","","","10.1007/978-3-319-23276-8_28","Muthu Ramachandran","2015","http://link.springer.com/chapter/10.1007/978-3-319-23276-8_28","Chapter"
"Reusable knowledge in security requirements engineering: a systematic mapping study","Requirements Engineering","","21","2","10.1007/s00766-015-0220-8","Amina SouagRaúl MazoCamille SalinesiIsabelle Comyn-Wattiau","2016","http://link.springer.com/article/10.1007/s00766-015-0220-8","Article"
"Current and Future Research Directions in Requirements Engineering","Design Requirements Engineering: A Ten-Year Perspective","","","","10.1007/978-3-540-92966-6_2","Betty H. C. ChengJoanne M. Atlee","2009","http://link.springer.com/chapter/10.1007/978-3-540-92966-6_2","Chapter"
"KBRE: a framework for knowledge-based requirements engineering","Software Quality Journal","","22","1","10.1007/s11219-013-9202-6","Tuong Huan NguyenBao Quoc VoMarkus LumpeJohn Grundy","2014","http://link.springer.com/article/10.1007/s11219-013-9202-6","Article"
"Requirements Engineering for Cloud Systems: A Mapping Study Design","Computational Science and Its Applications – ICCSA 2017","","","","10.1007/978-3-319-62407-5_24","Fernando WanderleyEric SouzaMiguel GoulãoJoao AraujoGilberto CysneirosAnanya Misra","2017","http://link.springer.com/chapter/10.1007/978-3-319-62407-5_24","Chapter"
"Scenario-Based Requirements Engineering Facilitating Interaction Design","Human-Computer Interaction – INTERACT 2011","","","","10.1007/978-3-642-23768-3_126","Hermann Kaindl","2011","http://link.springer.com/chapter/10.1007/978-3-642-23768-3_126","Chapter"
"An Instrument for Measuring the Maturity of Requirements Engineering Process","Product Focused Software Process Improvement","","","","10.1007/11497455_44","Mahmood Niazi","2005","http://link.springer.com/chapter/10.1007/11497455_44","Chapter"
"Service Oriented Requirements Engineering: Practitioner’s Perspective","Service-Oriented Computing - ICSOC 2012 Workshops","","","","10.1007/978-3-642-37804-1_38","Muneera Bano SahibzadaDidar Zowghi","2013","http://link.springer.com/chapter/10.1007/978-3-642-37804-1_38","Chapter"
"What Happens to Intentional Concepts in Requirements Engineering if Intentional States Cannot Be Known?","Conceptual Modeling","","","","10.1007/978-3-319-69904-2_17","Ivan J. Jureta","2017","http://link.springer.com/chapter/10.1007/978-3-319-69904-2_17","Chapter"
"Requirements Engineering for Rapid Development","Methodologies for Developing and Managing Emerging Technology Based Information Systems","","","","10.1007/978-1-4471-3629-3_25","Malcolm Eva","1999","http://link.springer.com/chapter/10.1007/978-1-4471-3629-3_25","Chapter"
"Requirements Engineering for Agile Methods","Engineering and Managing Software Requirements","","","","10.1007/3-540-28244-0_14","Alberto SillittiGiancarlo Succi","2005","http://link.springer.com/chapter/10.1007/3-540-28244-0_14","Chapter"
"Managing the requirements engineering process","Requirements Engineering","","8","1","10.1007/s00766-002-0136-y","L. NguyenP. A. Swatman","2003","http://link.springer.com/article/10.1007/s00766-002-0136-y","Article"
"Choose Your Creativity: Why and How Creativity in Requirements Engineering Means Different Things to Different People","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-28714-5_9","Martin MahauxAlistair MavinPatrick Heymans","2012","http://link.springer.com/chapter/10.1007/978-3-642-28714-5_9","Chapter"
"Improving the quality of web applications with web specific goal driven requirements engineering","International Journal of System Assurance Engineering and Management","","8","1","10.1007/s13198-015-0385-z","Shailey ChawlaSangeeta SrivastavaPunam Bedi","2017","http://link.springer.com/article/10.1007/s13198-015-0385-z","Article"
"Naming the pain in requirements engineering","Empirical Software Engineering","","22","5","10.1007/s10664-016-9451-7","D. Méndez FernándezS. WagnerM. KalinowskiM. FeldererP. MafraA. VetròT. ConteM.-T. ChristianssonD. GreerC. LasseniusT. MännistöM. NayabiM. OivoB. PenzenstadlerD. PfahlR. Prikladnicki","2017","http://link.springer.com/article/10.1007/s10664-016-9451-7","Article"
"Overcoming Social Issues in Requirements Engineering","Advanced Computing","","","","10.1007/978-3-642-17881-8_30","Selvakumar RamachandranSandhyarani DoddaLavanya Santapoor","2011","http://link.springer.com/chapter/10.1007/978-3-642-17881-8_30","Chapter"
"State of practice in requirements engineering: contemporary data","Innovations in Systems and Software Engineering","","10","4","10.1007/s11334-014-0232-4","Mohamad KassabColin NeillPhillip Laplante","2014","http://link.springer.com/article/10.1007/s11334-014-0232-4","Article"
"Bridging the Gap Between Requirements Engineering and Human-Computer Interaction","Usability- and Accessibility-Focused Requirements Engineering","","","","10.1007/978-3-319-45916-5_1","Achim EbertShah Rukh HumayounNorbert SeyffAnna PeriniSimone D. J. Barbosa","2016","http://link.springer.com/chapter/10.1007/978-3-319-45916-5_1","Chapter"
"Leveraging topic modeling and part-of-speech tagging to support combinational creativity in requirements engineering","Requirements Engineering","","20","3","10.1007/s00766-015-0226-2","Tanmay BhowmikNan NiuJuha SavolainenAnas Mahmoud","2015","http://link.springer.com/article/10.1007/s00766-015-0226-2","Article"
"Requirements Engineering: Problem Analysis and Solution Specification (Extended Abstract)","Web Engineering","","","","10.1007/978-3-540-27834-4_3","R. J. Wieringa","2004","http://link.springer.com/chapter/10.1007/978-3-540-27834-4_3","Chapter"
"Requirements Engineering Technology Transfer: An Experience Report","The Journal of Technology Transfer","","28","2","10.1023/A:1022994516210","Francisco A. C. PinheiroJulio Cesar Sampaio do Prado LeiteJaelson F. B. Castro","2003","http://link.springer.com/article/10.1023/A%3A1022994516210","Article"
"Cognitive Processes in Object-Oriented Requirements Engineering Practice: Analogical Reasoning and Mental Modelling","Information Systems Development","","","","10.1007/978-1-4614-4951-5_10","Linda Dawson","2013","http://link.springer.com/chapter/10.1007/978-1-4614-4951-5_10","Chapter"
"Requirements engineering in small and medium enterprises","Requirements Engineering","","3","2","10.1007/BF02919967","Erik KamstiesKlaus HörmannMaud Schlich","1998","http://link.springer.com/article/10.1007/BF02919967","Article"
"A measurement framework for assessing the maturity of requirements engineering process","Software Quality Journal","","16","2","10.1007/s11219-007-9033-4","Mahmood NiaziKarl CoxJune Verner","2008","http://link.springer.com/article/10.1007/s11219-007-9033-4","Article"
"A Multi-tier Structured Tool for Requirements Engineering Process Development","Advanced Web Technologies and Applications","","","","10.1007/978-3-540-24655-8_108","Li JiangArmin EberleinBehrouz Homayoun Far","2004","http://link.springer.com/chapter/10.1007/978-3-540-24655-8_108","Chapter"
"Requirements engineering — Getting right from wrong","ESEC '91","","","","10.1007/3540547428_68","Martin S. Feather","1991","http://link.springer.com/chapter/10.1007/3540547428_68","Chapter"
"Requirements Engineering and Process Modelling in Software Quality Management— Towards a Generic Process Metamodel","Software Quality Journal","","12","3","10.1023/B:SQJO.0000034711.87241.f0","Eleni BerkiElli GeorgiadouMike Holcombe","2004","http://link.springer.com/article/10.1023/B%3ASQJO.0000034711.87241.f0","Article"
"An Assessment of the Effects of Requirements Reuse Measurements on the ERP Requirements Engineering Process","New Approaches in Software Measurement","","","","10.1007/3-540-44704-0_14","Maya Daneva","2001","http://link.springer.com/chapter/10.1007/3-540-44704-0_14","Chapter"
"Guest Editorial: Requirements Engineering for Information Security","Requirements Engineering","","7","4","10.1007/s007660200013","Annie I. Antón","2002","http://link.springer.com/article/10.1007/s007660200013","Article"
"Requirements engineering needs total systems engineering","Requirements Engineering","","2","4","10.1007/BF02745373","David Corrall","1997","http://link.springer.com/article/10.1007/BF02745373","Article"
"ViewPoint oriented software development: Methods and viewpoints in requirements engineering","Algebraic Methods II: Theory, Tools and Applications","","","","10.1007/3-540-53912-3_17","Anthony FinkelsteinMichael GoedickeJeff KramerCelso Niskier","1991","http://link.springer.com/chapter/10.1007/3-540-53912-3_17","Chapter"
"Report on the first international IEEE symposium on requirements engineering (RE93) San Diego, Jan. 4–6, 1993","Automated Software Engineering","","1","1","10.1007/BF00871694","Stephan JacobsMatthias JarkeKlaus Pohl","1994","http://link.springer.com/article/10.1007/BF00871694","Article"
"Requirements Engineering and Technology Transfer: Obstacles, Incentives and Improvement Agenda","Requirements Engineering","","7","3","10.1007/s007660200008","Hermann KaindlSjaak BrinkkemperJanis A. Bubenko JrBarbara FarbeySol J. GreenspanConstance L. Heitmeyer*Julio Cesar Sampaio do Prado Leite†Nancy R. MeadJohn MylopoulosJawed Siddiqi","2002","http://link.springer.com/article/10.1007/s007660200008","Article"
"Interplay of Requirements Engineering and Human Computer Interaction Approaches in the Evolution of a Mobile Agriculture Information System","Usability- and Accessibility-Focused Requirements Engineering","","","","10.1007/978-3-319-45916-5_9","Lasanthi De SilvaTamara GinigePasquale Di GiovanniManeesh MathaiJeevani GoonetillakeGihan WikramanayakeMonica SebilloGiuliana VitielloGenoveffa TortoraMaurizio TucciAthula Ginige","2016","http://link.springer.com/chapter/10.1007/978-3-319-45916-5_9","Chapter"
"Decision Support in Requirements Engineering","Engineering and Managing Software Requirements","","","","10.1007/3-540-28244-0_12","An Ngo-TheGünther Ruhe","2005","http://link.springer.com/chapter/10.1007/3-540-28244-0_12","Chapter"
"Abstraction and context in requirements engineering: Toward a synthesis","Annals of Software Engineering","","3","1","10.1023/A:1018994106507","Colin PottsIdris Hsi","1997","http://link.springer.com/article/10.1023/A%3A1018994106507","Article"
"A Framework for Intention-Driven Requirements Engineering of Innovative Software Products","Information Systems Development","","","","10.1007/978-1-4419-9790-6_33","Mauri LeppänenJuha LamminenPertti Saariluoma","2011","http://link.springer.com/chapter/10.1007/978-1-4419-9790-6_33","Chapter"
"Hidden skills that support phased and agile requirements engineering","Requirements Engineering","","8","2","10.1007/s00766-002-0162-9","Ben Kovitz","2003","http://link.springer.com/article/10.1007/s00766-002-0162-9","Article"
"Requirements Engineering: A Case of Developing and Managing Quality Software Systems in the Public Sector","Engineering and Managing Software Requirements","","","","10.1007/3-540-28244-0_16","Nigel MartinShirley Gregor","2005","http://link.springer.com/chapter/10.1007/3-540-28244-0_16","Chapter"
"Agile Requirements Engineering: A Research Perspective","SOFSEM 2014: Theory and Practice of Computer Science","","","","10.1007/978-3-319-04298-5_5","Jerzy NawrockiMirosław OchodekJakub JurkiewiczSylwia KopczyńskaBartosz Alchimowicz","2014","http://link.springer.com/chapter/10.1007/978-3-319-04298-5_5","Chapter"
"Collaborative Requirements Engineering: Bridging the Gulfs Between Worlds","Intentional Perspectives on Information Systems Engineering","","","","10.1007/978-3-642-12544-7_20","Alistair Sutcliffe","2010","http://link.springer.com/chapter/10.1007/978-3-642-12544-7_20","Chapter"
"Requirements Engineering","Communications in Computer and Information Science","","","","10.1007/978-3-662-43610-3","Didar ZowghiZhi Jin","2014","http://link.springer.com/book/10.1007/978-3-662-43610-3","Book"
"A Systematic Approach to Requirements Engineering Process Improvement in Small and Medium Enterprises: An Exploratory Study","Product-Focused Software Process Improvement","","","","10.1007/978-3-642-21843-9_21","Edward KabaaleJosephine Nabukenya","2011","http://link.springer.com/chapter/10.1007/978-3-642-21843-9_21","Chapter"
"A field study of the requirements engineering practice in Australian software industry","Requirements Engineering","","12","3","10.1007/s00766-007-0042-4","Emila SadraeiAybüke AurumGhassan BeydounBarbara Paech","2007","http://link.springer.com/article/10.1007/s00766-007-0042-4","Article"
"Requirements Engineering: Solutions and Trends","Engineering and Managing Software Requirements","","","","10.1007/3-540-28244-0_20","Christof EbertRoel J. Wieringa","2005","http://link.springer.com/chapter/10.1007/3-540-28244-0_20","Chapter"
"Guest editorial: 10th anniversary workshop on Requirements Engineering: Foundation for Software Quality (REFSQ’2004)","Requirements Engineering","","10","4","10.1007/s00766-005-0015-4","Björn RegnellErik KamstiesVincenzo Gervasi","2005","http://link.springer.com/article/10.1007/s00766-005-0015-4","Article"
"Goal-oriented requirements engineering: an extended systematic mapping study","Requirements Engineering","","","","10.1007/s00766-017-0280-z","Jennifer HorkoffFatma Başak AydemirEvellin CardosoTong LiAlejandro MatéElda PajaMattia SalnitriLuca PirasJohn MylopoulosPaolo Giorgini","2017","http://link.springer.com/article/10.1007/s00766-017-0280-z","Article"
"Requirements Engineering in the Bidding Stage of Software Projects – A Research Preview","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-319-16101-3_19","Kai BreinerMichael GillmannAxel KalenbornChristian Müller","2015","http://link.springer.com/chapter/10.1007/978-3-319-16101-3_19","Chapter"
"Use of Personal Values in Requirements Engineering – A Research Preview","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-14192-8_3","Rumyana ProynovaBarbara PaechAndreas WichtThomas Wetter","2010","http://link.springer.com/chapter/10.1007/978-3-642-14192-8_3","Chapter"
"Introduction to the RE’10 special issue Requirements Engineering in a multi-faceted World","Requirements Engineering","","16","3","10.1007/s00766-011-0130-3","Jane Cleland-Huang","2011","http://link.springer.com/article/10.1007/s00766-011-0130-3","Article"
"Requirements engineering: A good practice","European Journal of Information Systems","","9","2","10.1057/palgrave.ejis.3000347","Galal H Galal","2000","http://link.springer.com/article/10.1057/palgrave.ejis.3000347","Article"
"Key Challenges in Agile Requirements Engineering","Agile Processes in Software Engineering and Extreme Programming","","","","10.1007/978-3-319-57633-6_3","Eva-Maria SchönDominique WinterMaría José EscalonaJörg Thomaschewski","2017","http://link.springer.com/chapter/10.1007/978-3-319-57633-6_3","Chapter"
"Analyzing Empirical Data in Requirements Engineering Techniques","Information Systems Development","","","","10.1007/978-1-4614-4951-5_29","Li JiangArmin EberleinAneesh Krishna","2013","http://link.springer.com/chapter/10.1007/978-1-4614-4951-5_29","Chapter"
"Requirements Engineering: Setting the Context","Engineering and Managing Software Requirements","","","","10.1007/3-540-28244-0_1","Aybüke AurumClaes Wohlin","2005","http://link.springer.com/chapter/10.1007/3-540-28244-0_1","Chapter"
"Feature based problem hardness understanding for requirements engineering","Science China Information Sciences","","60","3","10.1007/s11432-016-0089-7","Zhilei RenHe JiangJifeng XuanShuwei ZhangZhongxuan Luo","2016","http://link.springer.com/article/10.1007/s11432-016-0089-7","Article"
"An Analysis of Empirical Requirements Engineering Survey Data","Engineering and Managing Software Requirements","","","","10.1007/3-540-28244-0_19","Barbara PaechTom KoenigLars BornerAybüke Aurum","2005","http://link.springer.com/chapter/10.1007/3-540-28244-0_19","Chapter"
"REFSQ 2007 International Working Conference on Requirements Engineering: Foundation for Software Quality","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-540-73031-6_1","Pete SawyerBarbara PaechPatrick Heymans","2007","http://link.springer.com/chapter/10.1007/978-3-540-73031-6_1","Chapter"
"The Three Dimensions of Requirements Engineering","Seminal Contributions to Information Systems Engineering","","","","10.1007/978-3-642-36926-1_5","Klaus Pohl","2013","http://link.springer.com/chapter/10.1007/978-3-642-36926-1_5","Chapter"
"Requirements engineering: An integrated view of representation, process, and domain","Software Engineering — ESEC '93","","","","10.1007/3-540-57209-0_8","Matthias JarkeKlaus PohlStephan JacobsJanis BubenkoPetia AssenovaPeter HolmBenkt WanglerColette RollandVeronique PlihonJean -Roch SchmittAlistair SutcliffeSara JonesNeil MaidenDavid TillYannis VassiliouPanos Constantopoulos","1993","http://link.springer.com/chapter/10.1007/3-540-57209-0_8","Chapter"
"The three dimensions of requirements engineering","Advanced Information Systems Engineering","","","","10.1007/3-540-56777-1_15","Klaus Pohl","1993","http://link.springer.com/chapter/10.1007/3-540-56777-1_15","Chapter"
"Pitfalls and Best Practices in Requirements Engineering and Management","Requirements Engineering and Management for Software Development Projects","","","","10.1007/978-1-4614-5377-2_14","Murali Chemuturi","2013","http://link.springer.com/chapter/10.1007/978-1-4614-5377-2_14","Chapter"
"Creativity Patterns Guide: Support for the Application of Creativity Techniques in Requirements Engineering","Human-Centered Software Engineering","","","","10.1007/978-3-642-34347-6_19","Elton R. VieiraCarina AlvesLetícia Duboc","2012","http://link.springer.com/chapter/10.1007/978-3-642-34347-6_19","Chapter"
"Requirements Engineering for Cyber-Physical Systems","Advances in Production Management Systems. Innovative and Knowledge-Based Production Management in a Global-Local World","","","","10.1007/978-3-662-44739-0_35","Stefan WiesnerChristian GorldtMathias SoekenKlaus-Dieter ThobenRolf Drechsler","2014","http://link.springer.com/chapter/10.1007/978-3-662-44739-0_35","Chapter"
"Requirements Engineering as a Key to Holistic Software Quality","Computer and Information Sciences – ISCIS 2006","","","","10.1007/11902140_3","Manfred Broy","2006","http://link.springer.com/chapter/10.1007/11902140_3","Chapter"
"Introduction to Requirements Engineering and Management","Requirements Engineering and Management for Software Development Projects","","","","10.1007/978-1-4614-5377-2_1","Murali Chemuturi","2013","http://link.springer.com/chapter/10.1007/978-1-4614-5377-2_1","Chapter"
"Challenges in Requirements Engineering: A Research Agenda for Conceptual Modeling","Design Requirements Engineering: A Ten-Year Perspective","","","","10.1007/978-3-540-92966-6_8","Salvatore T. MarchGove N. Allen","2009","http://link.springer.com/chapter/10.1007/978-3-540-92966-6_8","Chapter"
"Improving Requirements Engineering Processes","Product-Focused Software Process Improvement","","","","10.1007/978-3-642-31063-8_1","Frank Houdek","2012","http://link.springer.com/chapter/10.1007/978-3-642-31063-8_1","Chapter"
"Modelling Users Feedback in Crowd-Based Requirements Engineering: An Empirical Study","The Practice of Enterprise Modeling","","","","10.1007/978-3-319-25897-3_12","Nada SheriefWalid AbdelmoezKeith PhalpRaian Ali","2015","http://link.springer.com/chapter/10.1007/978-3-319-25897-3_12","Chapter"
"A natural language approach for Requirements Engineering","Advanced Information Systems Engineering","","","","10.1007/BFb0035136","C. RollandC. Proix","1992","http://link.springer.com/chapter/10.1007/BFb0035136","Chapter"
"A Natural Language Approach for Requirements Engineering","Seminal Contributions to Information Systems Engineering","","","","10.1007/978-3-642-36926-1_3","C. RollandC. Proix","2013","http://link.springer.com/chapter/10.1007/978-3-642-36926-1_3","Chapter"
"Revisiting Goal-Oriented Requirements Engineering with a Regulation View","Business Modeling and Software Design","","","","10.1007/978-3-642-29788-5_4","Gil RegevAlain Wegmann","2012","http://link.springer.com/chapter/10.1007/978-3-642-29788-5_4","Chapter"
"EA-Miner: Towards Automation in Aspect-Oriented Requirements Engineering","Transactions on Aspect-Oriented Software Development III","","","","10.1007/978-3-540-75162-5_2","Américo SampaioAwais RashidRuzanna ChitchyanPaul Rayson","2007","http://link.springer.com/chapter/10.1007/978-3-540-75162-5_2","Chapter"
"Tracing Requirements Errors to Problems in the Requirements Engineering Process","Requirements Engineering","","4","3","10.1007/s007660050024","A. G. SutcliffeA. EconomouP. Markis","1999","http://link.springer.com/article/10.1007/s007660050024","Article"
"Relationship analysis in requirements engineering","Requirements Engineering","","9","4","10.1007/s00766-004-0205-5","Joonhee YooJoseph CatanioRavi PaulMichael Bieber","2004","http://link.springer.com/article/10.1007/s00766-004-0205-5","Article"
"Requirements engineering blinders: exploring information systems developers’ black-boxing of the emergent character of requirements","European Journal of Information Systems","","20","1","10.1057/ejis.2010.51","Jonny HolmströmSteven Sawyer","2011","http://link.springer.com/article/10.1057/ejis.2010.51","Article"
"Linking User Needs and Use Case-Driven Requirements Engineering","Human-Centered Software Engineering — Integrating Usability in the Software Development Lifecycle","","","","10.1007/1-4020-4113-6_7","Sari Kujala","2005","http://link.springer.com/chapter/10.1007/1-4020-4113-6_7","Chapter"
"A Variant Management Based Methodology for the Requirements-Engineering Process of Mechanical Parts","Concurrent Engineering Approaches for Sustainable Product Development in a Multi-Disciplinary Environment","","","","10.1007/978-1-4471-4426-7_10","Ralf GümmerChristopher JunkGeorg Rock","2013","http://link.springer.com/chapter/10.1007/978-1-4471-4426-7_10","Chapter"
"Requirements engineering paper classification and evaluation criteria: a proposal and a discussion","Requirements Engineering","","11","1","10.1007/s00766-005-0021-6","Roel WieringaNeil MaidenNancy MeadColette Rolland","2006","http://link.springer.com/article/10.1007/s00766-005-0021-6","Article"
"Towards a Systematic Service-oriented Requirements Engineering Process (S-SoRE)","ENTERprise Information Systems","","","","10.1007/978-3-642-16402-6_12","Fernando FloresManuel MoraFrancisco ÁlvarezLaura GarzaHéctor Durán","2010","http://link.springer.com/chapter/10.1007/978-3-642-16402-6_12","Chapter"
"Empirical Analysis of the Impact of Requirements Engineering on Software Quality","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-28714-5_21","Łukasz Radliński","2012","http://link.springer.com/chapter/10.1007/978-3-642-28714-5_21","Chapter"
"A Knowledge-Based and Model-Driven Requirements Engineering Approach to Conceptual Satellite Design","Conceptual Modeling - ER 2009","","","","10.1007/978-3-642-04840-1_36","Walter A. Dos SantosBruno B. F. LeonorStephan Stephany","2009","http://link.springer.com/chapter/10.1007/978-3-642-04840-1_36","Chapter"
"User participation in the requirements engineering process: An empirical study","Requirements Engineering","","1","1","10.1007/BF01235763","Khaled El EmamSoizic QuintinNazim H. Madhavji","1996","http://link.springer.com/article/10.1007/BF01235763","Article"
"Quality requirements engineering for systems and software architecting: methods, approaches, and tools","Requirements Engineering","","17","4","10.1007/s00766-011-0137-9","Rafael CapillaMuhammad Ali BabarOscar Pastor","2012","http://link.springer.com/article/10.1007/s00766-011-0137-9","Article"
"Requirements Engineering for Knowledge Management in eGovernment","Knowledge Management in Electronic Government","","","","10.1007/3-540-44836-5_5","Paolo BrescianiPaolo DonzelliAngela Forte","2003","http://link.springer.com/chapter/10.1007/3-540-44836-5_5","Chapter"
"Bayesian networks for enhancement of requirements engineering: a literature review","Requirements Engineering","","21","4","10.1007/s00766-015-0225-3","Isabel M. del ÁguilaJosé del Sagrado","2016","http://link.springer.com/article/10.1007/s00766-015-0225-3","Article"
"Using an Ideas Creation System to Assist and Inspire Creativity in Requirements Engineering","Requirements Engineering in the Big Data Era","","","","10.1007/978-3-662-48634-4_12","Delin JingChi ZhangHongji Yang","2015","http://link.springer.com/chapter/10.1007/978-3-662-48634-4_12","Chapter"
"Building a Narrative Based Requirements Engineering Mediation Model","Software Process Improvement","","","","10.1007/978-3-540-85936-9_1","Nan MaTracy HallTrevor Barker","2008","http://link.springer.com/chapter/10.1007/978-3-540-85936-9_1","Chapter"
"‘Organisational Defenses’ in Requirements Engineering","Systems Development Methods for the Next Century","","","","10.1007/978-1-4615-5915-3_20","Marite KirikovaJanis Grundspenkis","1997","http://link.springer.com/chapter/10.1007/978-1-4615-5915-3_20","Chapter"
"Requirements Engineering","Specification and Transformation of Programs","","","","10.1007/978-3-642-61512-2_2","Helmut A. Partsch","1990","http://link.springer.com/chapter/10.1007/978-3-642-61512-2_2","Chapter"
"A framework for the operationalization of monitoring in business intelligence requirements engineering","Software & Systems Modeling","","15","2","10.1007/s10270-014-0417-1","Corentin BurnayIvan J. JuretaIsabelle LindenStéphane Faulkner","2016","http://link.springer.com/article/10.1007/s10270-014-0417-1","Article"
