Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Hollywood 3D: What are the Best 3D Features for Action Recognition?","International Journal of Computer Vision","","121","1","10.1007/s11263-016-0917-2","Simon HadfieldKarel LebedaRichard Bowden","2017","http://link.springer.com/article/10.1007/s11263-016-0917-2","Article"
"A review on multi-class TWSVM","Artificial Intelligence Review","","","","10.1007/s10462-017-9586-y","Shifei DingXingyu ZhaoJian ZhangXiekai ZhangYu Xue","2017","http://link.springer.com/article/10.1007/s10462-017-9586-y","Article"
"An Efficient Algorithm for Distributed Outlier Detection in Large Multi-Dimensional Datasets","Journal of Computer Science and Technology","","30","6","10.1007/s11390-015-1596-0","Xi-Te WangDe-Rong ShenMei BaiTie-Zheng NieYue KouGe Yu","2015","http://link.springer.com/article/10.1007/s11390-015-1596-0","Article"
"Search Result Diversification Based on Query Facets","Journal of Computer Science and Technology","","30","4","10.1007/s11390-015-1567-5","Sha HuZhi-Cheng DouXiao-Jie WangJi-Rong Wen","2015","http://link.springer.com/article/10.1007/s11390-015-1567-5","Article"
"Region contrast and supervised locality-preserving projection-based saliency detection","The Visual Computer","","31","9","10.1007/s00371-014-1005-7","Yanjiao ShiYugen YiHexin YanJiangyan DaiMing ZhangJun Kong","2015","http://link.springer.com/article/10.1007/s00371-014-1005-7","Article"
"A highly scalable modular bottleneck neural network for image dimensionality reduction and image transformation","Applied Intelligence","","44","3","10.1007/s10489-015-0715-5","Manuel CarcenacSoydan Redif","2016","http://link.springer.com/article/10.1007/s10489-015-0715-5","Article"
"Memory-adaptive high utility sequential pattern mining over data streams","Machine Learning","","106","6","10.1007/s10994-016-5617-1","Morteza ZihayatYan ChenAijun An","2017","http://link.springer.com/article/10.1007/s10994-016-5617-1","Article"
"Instance-level accuracy versus bag-level accuracy in multi-instance learning","Data Mining and Knowledge Discovery","","30","2","10.1007/s10618-015-0416-z","Gitte VanwinckelenVinicius Tragante do ODaan FierensHendrik Blockeel","2016","http://link.springer.com/article/10.1007/s10618-015-0416-z","Article"
"COSSET+: Crowdsourced Missing Value Imputation Optimized by Knowledge Base","Journal of Computer Science and Technology","","32","5","10.1007/s11390-017-1768-1","Hong-Zhi WangZhi-Xin QiRuo-Xi ShiJian-Zhong LiHong Gao","2017","http://link.springer.com/article/10.1007/s11390-017-1768-1","Article"
"Special issue on discovery science","Machine Learning","","106","6","10.1007/s10994-016-5625-1","Nathalie JapkowiczStan Matwin","2017","http://link.springer.com/article/10.1007/s10994-016-5625-1","Article"
"Linear combination of densities and its direct estimation framework with applications","Neural Computing and Applications","","27","6","10.1007/s00521-015-1947-3","Min XuGuanjin WangFu-lai ChungShitong Wang","2016","http://link.springer.com/article/10.1007/s00521-015-1947-3","Article"
"Fault detection, location and classification of a transmission line","Neural Computing and Applications","","","","10.1007/s00521-017-3295-y","Debani Prasad MishraPapia Ray","2017","http://link.springer.com/article/10.1007/s00521-017-3295-y","Article"
"Classifying component failures of a hybrid electric vehicle fleet based on load spectrum data","Neural Computing and Applications","","27","8","10.1007/s00521-015-2065-y","Philipp BergmeirChristof NitscheJürgen NonnastMichael Bargende","2016","http://link.springer.com/article/10.1007/s00521-015-2065-y","Article"
"Optimal Set Cover Formulation for Exclusive Row Biclustering of Gene Expression","Journal of Computer Science and Technology","","29","3","10.1007/s11390-014-1440-y","Amichai PainskySaharon Rosset","2014","http://link.springer.com/article/10.1007/s11390-014-1440-y","Article"
"Applications of neural computing in the twenty-first century and 21 years of Neural Computing & Applications","Neural Computing and Applications","","23","3 - 4","10.1007/s00521-013-1471-2","John MacIntyre","2013","http://link.springer.com/article/10.1007/s00521-013-1471-2","Article"
"Evaluating representational systems in artificial intelligence","Artificial Intelligence Review","","","","10.1007/s10462-017-9598-7","John LicatoZhitian Zhang","2017","http://link.springer.com/article/10.1007/s10462-017-9598-7","Article"
"An optimized classification algorithm by BP neural network based on PLS and HCA","Applied Intelligence","","43","1","10.1007/s10489-014-0618-x","Weikuan JiaDean ZhaoTian ShenShifei DingYuyan ZhaoChanli Hu","2015","http://link.springer.com/article/10.1007/s10489-014-0618-x","Article"
"Sensitivity versus accuracy in ensemble models of Artificial Neural Networks from Multi-objective Evolutionary Algorithms","Neural Computing and Applications","","","","10.1007/s00521-016-2781-y","Juan Carlos FernándezManuel Cruz-RamírezCésar Hervás-Martínez","2016","http://link.springer.com/article/10.1007/s00521-016-2781-y","Article"
"Robust interactive image segmentation via graph-based manifold ranking","Computational Visual Media","","1","3","10.1007/s41095-015-0024-2","Hong LiWen WuEnhua Wu","2015","http://link.springer.com/article/10.1007/s41095-015-0024-2","Article"
"Multi-label classification via multi-target regression on data streams","Machine Learning","","106","6","10.1007/s10994-016-5613-5","Aljaž OsojnikPanče PanovSašo Džeroski","2017","http://link.springer.com/article/10.1007/s10994-016-5613-5","Article"
"Dictionary Learning for Fast Classification Based on Soft-thresholding","International Journal of Computer Vision","","114","2 - 3","10.1007/s11263-014-0784-7","Alhussein FawziMike DaviesPascal Frossard","2015","http://link.springer.com/article/10.1007/s11263-014-0784-7","Article"
"Automatic construction and enrichment of informal ontologies: A survey","Programming and Computer Software","","39","1","10.1134/S0361768813010039","N. A. AstrakhantsevD. Yu. Turdakov","2013","http://link.springer.com/article/10.1134/S0361768813010039","Article"
"Supervised classification of spam emails with natural language stylometry","Neural Computing and Applications","","27","8","10.1007/s00521-015-2069-7","Rushdi ShamsRobert E. Mercer","2016","http://link.springer.com/article/10.1007/s00521-015-2069-7","Article"
"Learners Reliability Estimated Through Neural Networks Applied to Build a Novel Hybrid Ensemble Method","Neural Processing Letters","","46","3","10.1007/s11063-017-9586-6","Marco VannucciValentina CollaSilvia Cateni","2017","http://link.springer.com/article/10.1007/s11063-017-9586-6","Article"
"Online optimization for max-norm regularization","Machine Learning","","106","3","10.1007/s10994-017-5628-6","Jie ShenHuan XuPing Li","2017","http://link.springer.com/article/10.1007/s10994-017-5628-6","Article"
"Properties of the sample estimators used for statistical normalization of feature vectors","Data Mining and Knowledge Discovery","","29","6","10.1007/s10618-014-0395-5","Mikhail Y. ProstovMaria M. Suarez-AlvarezYuriy I. Prostov","2015","http://link.springer.com/article/10.1007/s10618-014-0395-5","Article"
"Learning to Predict Links by Integrating Structure and Interaction Information in Microblogs","Journal of Computer Science and Technology","","30","4","10.1007/s11390-015-1563-9","Yan-Tao JiaYuan-Zhuo WangXue-Qi Cheng","2015","http://link.springer.com/article/10.1007/s11390-015-1563-9","Article"
"SREC: Discourse-level semantic relation extraction from text","Neural Computing and Applications","","23","6","10.1007/s00521-012-1109-9","Mohammad-hadi ZahediMohsen Kahani","2013","http://link.springer.com/article/10.1007/s00521-012-1109-9","Article"
"Forward non-rigid motion tracking for facial MoCap","The Visual Computer","","30","2","10.1007/s00371-013-0790-8","Xiaoyong FangXiaopeng WeiQiang ZhangDongsheng Zhou","2014","http://link.springer.com/article/10.1007/s00371-013-0790-8","Article"
"Probabilistic model building in genetic programming: a critical review","Genetic Programming and Evolvable Machines","","15","2","10.1007/s10710-013-9205-x","Kangil KimYin ShanXuan Hoai NguyenR. I. McKay","2014","http://link.springer.com/article/10.1007/s10710-013-9205-x","Article"
"An intelligent hybrid optimistic/pessimistic concurrency control algorithm for centralized database systems using modified GSA-optimized ART neural model","Neural Computing and Applications","","23","6","10.1007/s00521-012-1147-3","Mansour SheikhanSaeed Ahmadluei","2013","http://link.springer.com/article/10.1007/s00521-012-1147-3","Article"
"A hierarchical selective ensemble randomized neural network hybridized with heuristic feature selection for estimation of sea-ice thickness","Applied Intelligence","","46","1","10.1007/s10489-016-0815-x","Ahmad MozaffariK. Andrea ScottNasser L. AzadShoja’eddin Chenouri","2017","http://link.springer.com/article/10.1007/s10489-016-0815-x","Article"
"Topic-tracking-based dynamic user modeling with TV recommendation applications","Applied Intelligence","","44","4","10.1007/s10489-015-0720-8","Eunhui KimMunchurl Kim","2016","http://link.springer.com/article/10.1007/s10489-015-0720-8","Article"
"Nonrigid 3D shape retrieval using deep auto-encoders","Applied Intelligence","","47","1","10.1007/s10489-016-0880-1","Hamed GhodratiA. Ben Hamza","2017","http://link.springer.com/article/10.1007/s10489-016-0880-1","Article"
"Causal discovery on high dimensional data","Applied Intelligence","","42","3","10.1007/s10489-014-0607-0","Zhifeng HaoHao ZhangRuichu CaiWen WenZhihao Li","2015","http://link.springer.com/article/10.1007/s10489-014-0607-0","Article"
"WhittleSearch: Interactive Image Search with Relative Attribute Feedback","International Journal of Computer Vision","","115","2","10.1007/s11263-015-0814-0","Adriana KovashkaDevi ParikhKristen Grauman","2015","http://link.springer.com/article/10.1007/s11263-015-0814-0","Article"
"Generalized Twin Gaussian processes using Sharma–Mittal divergence","Machine Learning","","100","2 - 3","10.1007/s10994-015-5497-9","Mohamed ElhoseinyAhmed Elgammal","2015","http://link.springer.com/article/10.1007/s10994-015-5497-9","Article"
"Collaborative topic regression for online recommender systems: an online and Bayesian approach","Machine Learning","","106","5","10.1007/s10994-016-5599-z","Chenghao LiuTao JinSteven C. H. HoiPeilin ZhaoJianling Sun","2017","http://link.springer.com/article/10.1007/s10994-016-5599-z","Article"
"On using nearly-independent feature families for high precision and confidence","Machine Learning","","92","2 - 3","10.1007/s10994-013-5377-0","Omid MadaniManfred GeorgDavid Ross","2013","http://link.springer.com/article/10.1007/s10994-013-5377-0","Article"
"Biased sampling from facebook multilayer activity network using learning automata","Applied Intelligence","","45","3","10.1007/s10489-016-0784-0","Ehsan KhadangiAlireza BagheriAmin Shahmohammadi","2016","http://link.springer.com/article/10.1007/s10489-016-0784-0","Article"
"Aggregative quantification for regression","Data Mining and Knowledge Discovery","","28","2","10.1007/s10618-013-0308-z","Antonio BellaCèsar FerriJosé Hernández-OralloMaría José Ramírez-Quintana","2014","http://link.springer.com/article/10.1007/s10618-013-0308-z","Article"
"Intelligent control of photovoltaic system using BPSO-GSA-optimized neural network and fuzzy-based PID for maximum power point tracking","Applied Intelligence","","44","1","10.1007/s10489-015-0686-6","Shahin AzaliMansour Sheikhan","2016","http://link.springer.com/article/10.1007/s10489-015-0686-6","Article"
"Complex behavioral pattern mining in non-intrusive sensor-based smart homes using an intelligent activity inference engine","Journal of Reliable Intelligent Environments","","3","2","10.1007/s40860-017-0041-2","Jianguo HaoAbdenour BouzouaneSébastien Gaboury","2017","http://link.springer.com/article/10.1007/s40860-017-0041-2","Article"
"Tiles: an online algorithm for community discovery in dynamic social networks","Machine Learning","","106","8","10.1007/s10994-016-5582-8","Giulio RossettiLuca PappalardoDino PedreschiFosca Giannotti","2017","http://link.springer.com/article/10.1007/s10994-016-5582-8","Article"
"VID Join: Mapping Trajectories to Points of Interest to Support Location-Based Services","Journal of Computer Science and Technology","","30","4","10.1007/s11390-015-1557-7","Shuo ShangKexin XieKai ZhengJiajun LiuJi-Rong Wen","2015","http://link.springer.com/article/10.1007/s11390-015-1557-7","Article"
"Flow-based anomaly detection in high-speed links using modified GSA-optimized neural network","Neural Computing and Applications","","24","3 - 4","10.1007/s00521-012-1263-0","Mansour SheikhanZahra Jadidi","2014","http://link.springer.com/article/10.1007/s00521-012-1263-0","Article"
"Fusing 
                
                  
                
                $${\mathcal {R}}$$
                
                  
                    R
                  
                
               Features and Local Features with Context-Aware Kernels for Action Recognition","International Journal of Computer Vision","","118","2","10.1007/s11263-015-0867-0","Chunfeng YuanBaoxin WuXi LiWeiming HuStephen MaybankFangshi Wang","2016","http://link.springer.com/article/10.1007/s11263-015-0867-0","Article"
"Emphasizing Essential Words for Sentiment Classification Based on Recurrent Neural Networks","Journal of Computer Science and Technology","","32","4","10.1007/s11390-017-1759-2","Fei HuLi LiZi-Li ZhangJing-Yuan WangXiao-Fei Xu","2017","http://link.springer.com/article/10.1007/s11390-017-1759-2","Article"
"Weights optimization for multi-instance multi-label RBF neural networks using steepest descent method","Neural Computing and Applications","","22","7 - 8","10.1007/s00521-012-0815-7","Cunhe LiGuoqiang Shi","2013","http://link.springer.com/article/10.1007/s00521-012-0815-7","Article"
"Image understanding and the web: a state-of-the-art review","Journal of Intelligent Information Systems","","43","2","10.1007/s10844-014-0323-6","Fariza FauziMohammed Belkhatir","2014","http://link.springer.com/article/10.1007/s10844-014-0323-6","Article"
"Bayesian Wishart matrix factorization","Data Mining and Knowledge Discovery","","30","5","10.1007/s10618-016-0474-x","Cheng LuoXiongcai Cai","2016","http://link.springer.com/article/10.1007/s10618-016-0474-x","Article"
"General factorization framework for context-aware recommendations","Data Mining and Knowledge Discovery","","30","2","10.1007/s10618-015-0417-y","Balázs HidasiDomonkos Tikk","2016","http://link.springer.com/article/10.1007/s10618-015-0417-y","Article"
"A framework for enriching Data Warehouse analysis with Question Answering systems","Journal of Intelligent Information Systems","","46","1","10.1007/s10844-014-0351-2","Antonio FerrándezAlejandro MatéJesús PeralJuan TrujilloElisa De GregorioMarie-Aude Aufaure","2016","http://link.springer.com/article/10.1007/s10844-014-0351-2","Article"
"Texture image classification with discriminative neural networks","Computational Visual Media","","2","4","10.1007/s41095-016-0060-6","Yang SongQing LiDagan FengJu Jia ZouWeidong Cai","2016","http://link.springer.com/article/10.1007/s41095-016-0060-6","Article"
"An Agent-Based Model for Simulating Environmental Behavior in an Educational Organization","Neural Processing Letters","","42","1","10.1007/s11063-014-9390-5","N. Sánchez-MaroñoA. Alonso-BetanzosO. Fontenla-RomeroC. Brinquis-NúñezJ. G. PolhillT. CraigA. DumitruR. García-Mira","2015","http://link.springer.com/article/10.1007/s11063-014-9390-5","Article"
"Recent advances on the use of meta-heuristic optimization algorithms to optimize the type-2 fuzzy logic systems in intelligent control","Neural Computing and Applications","","28","5","10.1007/s00521-015-2111-9","Mukhtar Fatihu HamzaHwa Jen YapImtiaz Ahmed Choudhury","2017","http://link.springer.com/article/10.1007/s00521-015-2111-9","Article"
"Improved dominance rough set-based classification system","Neural Computing and Applications","","28","8","10.1007/s00521-016-2177-z","Ahmad Taher AzarH. Hannah InbaraniK. Renuga Devi","2017","http://link.springer.com/article/10.1007/s00521-016-2177-z","Article"
"Automatic profile generation for UAV operators using a simulation-based training environment","Progress in Artificial Intelligence","","5","1","10.1007/s13748-015-0072-y","Víctor Rodríguez-FernándezHéctor D. MenéndezDavid Camacho","2016","http://link.springer.com/article/10.1007/s13748-015-0072-y","Article"
"A multiscale approach to network event identification using geolocated twitter data","Computing","","96","1","10.1007/s00607-013-0285-5","Chao YangIan JensenPaul Rosen","2014","http://link.springer.com/article/10.1007/s00607-013-0285-5","Article"
"Content-Related Repairing of Inconsistencies in Distributed Data","Journal of Computer Science and Technology","","31","4","10.1007/s11390-016-1660-4","Yue-Feng DuDe-Rong ShenTie-Zheng NieYue KouGe Yu","2016","http://link.springer.com/article/10.1007/s11390-016-1660-4","Article"
"On Generating Benchmark Data for Entity Matching","Journal on Data Semantics","","2","1","10.1007/s13740-012-0015-8","Ekaterini IoannouNataliya RassadkoYannis Velegrakis","2013","http://link.springer.com/article/10.1007/s13740-012-0015-8","Article"
"Graph-Based RDF Data Management","Data Science and Engineering","","2","1","10.1007/s41019-016-0029-6","Lei ZouM. Tamer Özsu","2017","http://link.springer.com/article/10.1007/s41019-016-0029-6","Article"
"Hybridizing metric learning and case-based reasoning for adaptable clickbait detection","Applied Intelligence","","","","10.1007/s10489-017-1109-7","Daniel López-SánchezJorge Revuelta HerreroAngélica González ArrietaJuan M. Corchado","2017","http://link.springer.com/article/10.1007/s10489-017-1109-7","Article"
"ILP-assisted de novo drug design","Machine Learning","","103","3","10.1007/s10994-016-5556-x","Rama KaaliaAshwin SrinivasanAmit KumarIndira Ghosh","2016","http://link.springer.com/article/10.1007/s10994-016-5556-x","Article"
"The Pascal Visual Object Classes Challenge: A Retrospective","International Journal of Computer Vision","","111","1","10.1007/s11263-014-0733-5","Mark EveringhamS. M. Ali EslamiLuc Van GoolChristopher K. I. WilliamsJohn WinnAndrew Zisserman","2015","http://link.springer.com/article/10.1007/s11263-014-0733-5","Article"
"Asymptotic accuracy of Bayes estimation for latent variables with redundancy","Machine Learning","","102","1","10.1007/s10994-015-5482-3","Keisuke Yamazaki","2016","http://link.springer.com/article/10.1007/s10994-015-5482-3","Article"
"Theoretical Foundations for the Alpha-Beta Associative Memories: 10 Years of Derived Extensions, Models, and Applications","Neural Processing Letters","","","","10.1007/s11063-017-9768-2","Cornelio Yáñez-MárquezItzamá López-YáñezMario Aldape-PérezOscar Camacho-NietoAmadeo José Argüelles-CruzYenny Villuendas-Rey","2017","http://link.springer.com/article/10.1007/s11063-017-9768-2","Article"
"A polynomial-time maximum common subgraph algorithm for outerplanar graphs and its application to chemoinformatics","Annals of Mathematics and Artificial Intelligence","","69","4","10.1007/s10472-013-9335-0","Leander SchietgatJan RamonMaurice Bruynooghe","2013","http://link.springer.com/article/10.1007/s10472-013-9335-0","Article"
"A novel logistic-NARX model as a classifier for dynamic binary classification","Neural Computing and Applications","","","","10.1007/s00521-017-2976-x","Jose Roberto Ayala SolaresHua-Liang WeiStephen A. Billings","2017","http://link.springer.com/article/10.1007/s00521-017-2976-x","Article"
"Fast progressive training of mixture models for model selection","Journal of Intelligent Information Systems","","44","2","10.1007/s10844-013-0282-3","Prem Raj AdhikariJaakko Hollmén","2015","http://link.springer.com/article/10.1007/s10844-013-0282-3","Article"
"Context-Aware Recommendations with Random Partition Factorization Machines","Data Science and Engineering","","2","2","10.1007/s41019-017-0035-3","Shaoqing WangCuiping LiKankan ZhaoHong Chen","2017","http://link.springer.com/article/10.1007/s41019-017-0035-3","Article"
"A Klein-Bottle-Based Dictionary for Texture Representation","International Journal of Computer Vision","","107","1","10.1007/s11263-013-0676-2","Jose A. PereaGunnar Carlsson","2014","http://link.springer.com/article/10.1007/s11263-013-0676-2","Article"
"A Practical and Highly Optimized Convolutional Neural Network for Classifying Traffic Signs in Real-Time","International Journal of Computer Vision","","122","2","10.1007/s11263-016-0955-9","Hamed Habibi AghdamElnaz Jahani HeraviDomenec Puig","2017","http://link.springer.com/article/10.1007/s11263-016-0955-9","Article"
"The machine’s role in human’s service automation and knowledge sharing","AI & SOCIETY","","29","2","10.1007/s00146-013-0474-y","Mihály Héder","2014","http://link.springer.com/article/10.1007/s00146-013-0474-y","Article"
"What Security Questions Do Developers Ask? A Large-Scale Study of Stack Overflow Posts","Journal of Computer Science and Technology","","31","5","10.1007/s11390-016-1672-0","Xin-Li YangDavid LoXin XiaZhi-Yuan WanJian-Ling Sun","2016","http://link.springer.com/article/10.1007/s11390-016-1672-0","Article"
"A Cluster Splitting Technique by Hopfield Networks and P Systems on Simplices","Neural Processing Letters","","46","1","10.1007/s11063-016-9577-z","Xiyu LiuJie Xue","2017","http://link.springer.com/article/10.1007/s11063-016-9577-z","Article"
"Evolution and Revolution in Artificial Intelligence in Education","International Journal of Artificial Intelligence in Education","","26","2","10.1007/s40593-016-0110-3","Ido RollRuth Wylie","2016","http://link.springer.com/article/10.1007/s40593-016-0110-3","Article"
"Robust object tracking using enhanced random ferns","The Visual Computer","","30","4","10.1007/s00371-013-0860-y","Wei QuanJim X. ChenNanyang Yu","2014","http://link.springer.com/article/10.1007/s00371-013-0860-y","Article"
"A hybrid breast cancer detection system via neural network and feature selection based on SBS, SFS and PCA","Neural Computing and Applications","","23","3 - 4","10.1007/s00521-012-0982-6","Mustafa Serter UzerOnur InanNihat Yılmaz","2013","http://link.springer.com/article/10.1007/s00521-012-0982-6","Article"
"On Data Preconditioning for Regularized Loss Minimization","Machine Learning","","103","1","10.1007/s10994-015-5536-6","Tianbao YangRong JinShenghuo ZhuQihang Lin","2016","http://link.springer.com/article/10.1007/s10994-015-5536-6","Article"
"Toward sustainable data centers: a comprehensive energy management strategy","Computing","","99","6","10.1007/s00607-016-0501-1","Jordi Guitart","2017","http://link.springer.com/article/10.1007/s00607-016-0501-1","Article"
"Heterogeneity-aware adaptive auto-scaling heuristic for improved QoS and resource usage in cloud environments","Computing","","99","4","10.1007/s00607-016-0530-9","Jyoti SahniDeo Prakash Vidyarthi","2017","http://link.springer.com/article/10.1007/s00607-016-0530-9","Article"
"Living Lab Bamberg: an infrastructure to explore smart city research challenges in the wild","KI - Künstliche Intelligenz","","31","3","10.1007/s13218-017-0497-5","Aboubakr BenabbasGolnaz ElmamoozBrent LagesseDaniela NicklasUte Schmid","2017","http://link.springer.com/article/10.1007/s13218-017-0497-5","Article"
"Solving decentralized POMDP problems using genetic algorithms","Autonomous Agents and Multi-Agent Systems","","27","1","10.1007/s10458-012-9204-y","Barış EkerH. Levent Akın","2013","http://link.springer.com/article/10.1007/s10458-012-9204-y","Article"
"Anthropomorphism in social robotics: empirical results on human–robot interaction in hybrid production workplaces","AI & SOCIETY","","","","10.1007/s00146-017-0756-x","Anja RichertSarah MüllerStefan SchröderSabina Jeschke","2017","http://link.springer.com/article/10.1007/s00146-017-0756-x","Article"
"Semi-supervised relevance index for feature selection","Neural Computing and Applications","","","","10.1007/s00521-017-3062-0","Frederico CoelhoCristiano CastroAntônio P. BragaMichel Verleysen","2017","http://link.springer.com/article/10.1007/s00521-017-3062-0","Article"
"Topology driven modeling: the IS metaphor","Natural Computing","","14","3","10.1007/s11047-014-9436-7","Emanuela MerelliMarco PettiniMario Rasetti","2015","http://link.springer.com/article/10.1007/s11047-014-9436-7","Article"
"ToTCompute: A Novel EEG-Based TimeOnTask Threshold Computation Mechanism for Engagement Modelling and Monitoring","International Journal of Artificial Intelligence in Education","","26","3","10.1007/s40593-016-0111-2","Ioana GhergulescuCristina Hava Muntean","2016","http://link.springer.com/article/10.1007/s40593-016-0111-2","Article"
"From Interest to Location: Neighbor-Based Friend Recommendation in Social Media","Journal of Computer Science and Technology","","30","6","10.1007/s11390-015-1593-3","Jin-Qi ZhuLi LuChun-Mei Ma","2015","http://link.springer.com/article/10.1007/s11390-015-1593-3","Article"
"An efficient primal dual prox method for non-smooth optimization","Machine Learning","","98","3","10.1007/s10994-014-5436-1","Tianbao YangMehrdad MahdaviRong JinShenghuo Zhu","2015","http://link.springer.com/article/10.1007/s10994-014-5436-1","Article"
"Nuclear reconstructive feature extraction","Neural Computing and Applications","","","","10.1007/s00521-017-3220-4","Haiyan WangDujin LiuGuolin Pu","2017","http://link.springer.com/article/10.1007/s00521-017-3220-4","Article"
"Multilevel mesh simplification","The Visual Computer","","30","5","10.1007/s00371-013-0873-6","S. MorigiM. Rucci","2014","http://link.springer.com/article/10.1007/s00371-013-0873-6","Article"
"Radial basis function neural network-based face recognition using firefly algorithm","Neural Computing and Applications","","","","10.1007/s00521-017-2874-2","Vandana AgarwalSurekha Bhanot","2017","http://link.springer.com/article/10.1007/s00521-017-2874-2","Article"
"An overview of the commercial cloud monitoring tools: research dimensions, design issues, and state-of-the-art","Computing","","97","4","10.1007/s00607-014-0398-5","Khalid AlhamazaniRajiv RanjanKaran MitraFethi RabhiPrem Prakash JayaramanSamee Ullah KhanAdnene GuabtniVasudha Bhatnagar","2015","http://link.springer.com/article/10.1007/s00607-014-0398-5","Article"
"A co-boost framework for learning object categories from Google Images with 1st and 2nd order features","The Visual Computer","","30","1","10.1007/s00371-012-0772-2","Xi LiuZhi-Ping ShiZhong-Zhi Shi","2014","http://link.springer.com/article/10.1007/s00371-012-0772-2","Article"
"Discovering Beautiful Attributes for Aesthetic Image Analysis","International Journal of Computer Vision","","113","3","10.1007/s11263-014-0789-2","Luca MarchesottiNaila MurrayFlorent Perronnin","2015","http://link.springer.com/article/10.1007/s11263-014-0789-2","Article"
"A novel hybrid approach improving effectiveness of recommender systems","Journal of Intelligent Information Systems","","44","3","10.1007/s10844-014-0338-z","G. M. L. Sarnè","2015","http://link.springer.com/article/10.1007/s10844-014-0338-z","Article"
"Guest editorial: Special issue on data mining for medicine and healthcare","Data Mining and Knowledge Discovery","","29","4","10.1007/s10618-015-0414-1","Fei WangGregor StiglicZoran ObradovicIan Davidson","2015","http://link.springer.com/article/10.1007/s10618-015-0414-1","Article"
"Bayesian graph-cut optimization for wall surfaces reconstruction in indoor environments","The Visual Computer","","33","10","10.1007/s00371-016-1230-3","Georgios-Tsampikos MichailidisRenato Pajarola","2017","http://link.springer.com/article/10.1007/s00371-016-1230-3","Article"
"Context-Based Query Using Dependency Structures Based on Latent Topic Model","Journal on Data Semantics","","3","3","10.1007/s13740-013-0031-3","Masato ShiraiTakashi YanagisawaTakao Miura","2014","http://link.springer.com/article/10.1007/s13740-013-0031-3","Article"
"Local community detection in multilayer networks","Data Mining and Knowledge Discovery","","31","5","10.1007/s10618-017-0525-y","Roberto InterdonatoAndrea TagarelliDino IencoArnaud SallaberryPascal Poncelet","2017","http://link.springer.com/article/10.1007/s10618-017-0525-y","Article"
"Local and global symmetry breaking in itemset mining","Annals of Mathematics and Artificial Intelligence","","80","1","10.1007/s10472-016-9528-4","Belaïd Benhamou","2017","http://link.springer.com/article/10.1007/s10472-016-9528-4","Article"
"Detection of Co-salient Objects by Looking Deep and Wide","International Journal of Computer Vision","","120","2","10.1007/s11263-016-0907-4","Dingwen ZhangJunwei HanChao LiJingdong WangXuelong Li","2016","http://link.springer.com/article/10.1007/s11263-016-0907-4","Article"
"Probabilistic archetypal analysis","Machine Learning","","102","1","10.1007/s10994-015-5498-8","Sohan SethManuel J. A. Eugster","2016","http://link.springer.com/article/10.1007/s10994-015-5498-8","Article"
"Online detection of continuous changes in stochastic processes","International Journal of Data Science and Analytics","","3","3","10.1007/s41060-017-0045-2","Kohei MiyaguchiKenji Yamanishi","2017","http://link.springer.com/article/10.1007/s41060-017-0045-2","Article"
"XKin: an open source framework for hand pose and gesture recognition using kinect","The Visual Computer","","30","10","10.1007/s00371-014-0921-x","Fabrizio PedersoliSergio BeniniNicola AdamiRiccardo Leonardi","2014","http://link.springer.com/article/10.1007/s00371-014-0921-x","Article"
"Zip: An Algorithm Based on Loser Tree for Common Contacts Searching in Large Graphs","Journal of Computer Science and Technology","","30","4","10.1007/s11390-015-1561-y","Hong TangShuai MuJin HuangJia ZhuJian ChenRui Ding","2015","http://link.springer.com/article/10.1007/s11390-015-1561-y","Article"
"View suggestion for interactive segmentation of indoor scenes","Computational Visual Media","","3","2","10.1007/s41095-017-0078-4","Sheng YangJie XuKang ChenHongbo Fu","2017","http://link.springer.com/article/10.1007/s41095-017-0078-4","Article"
"A general framework for predictive tensor modeling with domain knowledge","Data Mining and Knowledge Discovery","","29","6","10.1007/s10618-014-0392-8","Yada ZhuJingrui HeRichard D. Lawrence","2015","http://link.springer.com/article/10.1007/s10618-014-0392-8","Article"
"Parallel Turing Machine, a Proposal","Journal of Computer Science and Technology","","32","2","10.1007/s11390-017-1721-3","Peng QuJin YanYou-Hui ZhangGuang R. Gao","2017","http://link.springer.com/article/10.1007/s11390-017-1721-3","Article"
"A fast prototype reduction method based on template reduction and visualization-induced self-organizing map for nearest neighbor algorithm","Applied Intelligence","","39","3","10.1007/s10489-013-0433-9","I-Jing LiJia-Chian ChenJiunn-Lin Wu","2013","http://link.springer.com/article/10.1007/s10489-013-0433-9","Article"
"A belief classification rule for imprecise data","Applied Intelligence","","40","2","10.1007/s10489-013-0453-5","Zhun-ga LiuQuan PanJean Dezert","2014","http://link.springer.com/article/10.1007/s10489-013-0453-5","Article"
"Automated QoS-oriented cloud resource optimization using containers","Automated Software Engineering","","24","1","10.1007/s10515-016-0191-0","Yu SunJules WhiteBo LiMichael WalkerHamilton Turner","2017","http://link.springer.com/article/10.1007/s10515-016-0191-0","Article"
"Visualizing the behavior and some symmetry properties of Bayesian confirmation measures","Data Mining and Knowledge Discovery","","31","3","10.1007/s10618-016-0487-5","Emilio Celotto","2017","http://link.springer.com/article/10.1007/s10618-016-0487-5","Article"
